Handle,Title,Option1 Name,Option1 Value,Image Src,Image Alt Text,Body (HTML)
superman-the-movie-vhs-floor-sale-action,Superman the Movie,Genre,Action,https://image.tmdb.org/t/p/w1280/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,Superman the Movie poster,"<p>Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.</p>"
supernova-vhs-floor-sale-sci-fi,Supernova,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/AmHGUjhgXnOYRYrF2ZYMtzfwxPe.jpg,Supernova poster,"<p>Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.</p>"
surviving-christmas-vhs-floor-sale-holiday,Surviving Christmas,Genre,Holiday,https://image.tmdb.org/t/p/w1280/8jHtvFpCOOqp2U2qwI3L3h10cUv.jpg,Surviving Christmas poster,"<p>A wealthy executive, Drew Latham (Ben Affleck) has no close relationships and becomes nostalgic for his childhood home as Christmas approaches. When he visits the house and finds another family living there, he offers the residents, Tom Valco (James Gandolfini) and his wife, Christine (Catherine O'Hara), a large sum of money to pretend they are his parents. Soon Drew tests the couple's patience, and, when their daughter, Alicia (Christina Applegate), arrives, things get increasingly tense.</p>"
sweet-dreams-vhs-rental-drama,Sweet Dreams,Genre,Drama,https://image.tmdb.org/t/p/w1280/3BuTH2W1s2AQTZAfiLoUMTx1PmM.jpg,Sweet Dreams poster,"<p>The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.</p>"
swing-kids-dvd-rental-drama,Swing Kids,Genre,Drama,https://image.tmdb.org/t/p/w1280/o85xTgX5ByDewuYo5yOLIsP02CX.jpg,Swing Kids poster,"<p>The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazis begin tightening the grip on Germany. Each member of the group is forced to face some tough choices about right, wrong, and survival.</p>"
teenage-mutant-ninja-turtles-2-vhs-rental-kids-family,Teenage Mutant Ninja Turtles 2,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/Hyvvz9Z3le1is8a0EeFJQm0aSC.jpg,Teenage Mutant Ninja Turtles 2 poster,"<p>The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants. Meanwhile Splinter is coming... to a decision.</p>"
that-darn-cat-vhs-rental-kids-family,That Darn Cat,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/bH2EWFR9FOKp9fAjNgYf9eanivk.jpg,That Darn Cat poster,"<p>While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.</p>"
the-39-steps-vhs-rental-thriller,The 39 Steps,Genre,Thriller,https://image.tmdb.org/t/p/w1280/oC81jK6aAug4MA0xzYVngHmjsZS.jpg,The 39 Steps poster,"<p>Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps.</p>"
the-assassination-of-jesse-james,The Assassination of Jesse James,Genre,Drama,,,"<p>Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.</p>"
the-assignment,The Assignment,Genre,Thriller,https://image.tmdb.org/t/p/w1280/lhuV5cvxFhUrB6F4smVZGmdSwbT.jpg,The Assignment poster,"<p>Jack Shaw has experienced the terror first-hand. He's a top CIA agent who's tracked international killer-for-hire Carlos ""The Jackal"" Sanchez for over twenty years and barely survived Carlos' devastating bombing of a Parisian cafe. Now, he finally gets a break when he discovers Carlos' dead ringer: American naval officer and dedicated family man Annibal Ramirez.</p>"
the-aviator,The Aviator,Genre,Drama,,,"<p>A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.</p>"
the-awakening-dvd-rental-horror,The Awakening,Genre,Horror,https://image.tmdb.org/t/p/w1280/txmiJkl8su0jkEABLIHZBqVHrTj.jpg,The Awakening poster,"<p>In post–War England, a writer and sometime-ghost hunter investigates a reported haunting at a boys boarding school.</p>"
the-boss-baby-dvd-rental-kids-family,The Boss Baby,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/9MsQJKe4cUAGxc7R2NGaFQLqOPc.jpg,The Boss Baby poster,"<p>A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.</p>"
the-break-up,The Break-Up,Genre,Comedy,,,"<p>Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.</p>"
the-breed-dvd-rental-horror,The Breed,Genre,Horror,https://image.tmdb.org/t/p/w1280/84wIp36RZ1zpVBoJTjwzGjZVRxD.jpg,The Breed poster,"<p>Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.</p>"
the-call-of-the-wild-dvd-rental-kids-family,The Call of the Wild,Genre,Kids & Family,https://image.tmdb.org/t/p/w1280/kXDjSAWJrudIQ7ST6wfmsiMAiKo.jpg,The Call of the Wild poster,"<p>A prospector, a trapper and their sled dog battle the Klondike elements on their journey to get to the gold country.</p>"
the-cookout-dvd-rental-comedy,The Cookout,Genre,Comedy,https://image.tmdb.org/t/p/w1280/t5UL6yNoZmirS9RHO4C0HpsVlo8.jpg,The Cookout poster,"<p>When Todd Anderson signs a $30 million deal with his hometown team, the New Jersey Nets, he knows that his life is set for a big change. To keep things real, he decides to throw a barbeque at his place -- just like the ones his family used to have. But when you have new and old friends, family, agents, and product reps in the same house, things are bound to get crazy.</p>"
the-day-the-earth-stood-still-dvd-rental-sci-fi,The Day the Earth Stood Still,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/vBgFSYmG5tb7GsZ3tHR0WNaWaxA.jpg,The Day the Earth Stood Still poster,"<p>A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.</p>"
the-dead-one-dvd-rental-horror,The Dead One,Genre,Horror,https://image.tmdb.org/t/p/w1280/yi5eJhCIDNOqVXw2Py6vK3dMGzT.jpg,The Dead One poster,"<p>Trapped between the living and the dead, Diego de la Muerte fights to rescue his soul from the evil god of death that controls him. But a bigger battle awaits him when the Aztec god demands the soul of Maria, the girlfriend Diego left behind.</p>"
the-fast-and-the-furious-vhs-rental-action,The Fast and the Furious,Genre,Action,https://image.tmdb.org/t/p/w1280/gqY0ITBgT7A82poL9jv851qdnIb.jpg,The Fast and the Furious poster,"<p>Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.</p>"
the-fighter-bluray-rental-drama,The Fighter,Genre,Drama,https://image.tmdb.org/t/p/w1280/xfsFerGhO1h6rLk8vwLgMyQ8WVJ.jpg,The Fighter poster,"<p>Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.</p>"
the-fly,The Fly,Genre,Sci-Fi,,,"<p>When brilliant, eccentric scientist Seth Brundle makes a huge technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.</p>"
the-fog-dvd-rental-horror,The Fog,Genre,Horror,https://image.tmdb.org/t/p/w1280/v9vt49PUDJGkrMVjhb3yiYo7H4Y.jpg,The Fog poster,"<p>Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.</p>"
the-forest,The Forest,Genre,Horror,,,"<p>Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.</p>"
the-gambler-dvd-rental-action,The Gambler,Genre,Action,https://image.tmdb.org/t/p/w1280/hIgU3cxn7Y87joQGM3srofnXOm5.jpg,The Gambler poster,"<p>Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.</p>"
the-gateway-dvd-rental-thriller,The Gateway,Genre,Thriller,https://image.tmdb.org/t/p/w1280/3Gp2lj5jnP08Sie6j0gNL3zfiSE.jpg,The Gateway poster,"<p>A particle physicist grieving over the loss of her husband in a car crash uses a revolutionary machine to bring him back, with dire consequences for her family.</p>"
the-gathering-dvd-rental-horror,The Gathering,Genre,Horror,https://image.tmdb.org/t/p/w1280/zIlPzicLM5NQgUriVgPZrAofmsv.jpg,The Gathering poster,"<p>Itinerant traveler Cassie Grant comes out of a car accident in Glastonbury, England, with partial memory loss. The deeply regretful driver allows her to convalesce at a large rural home, where she becomes friends with the woman's stepson, Michael. As Cassie delves into Michael's research about an old, newly discovered area church, it triggers some strange premonitions and offers gradual clues about her deeper links to this British community.</p>"
the-good-doctor-dvd-rental-drama,The Good Doctor,Genre,Drama,https://image.tmdb.org/t/p/w1280/fJSdqHzpMeCkXMrILYt1SdGN2sL.jpg,The Good Doctor poster,"<p>Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.</p>"
the-great-moment-dvd-rental-drama,The Great Moment,Genre,Drama,https://image.tmdb.org/t/p/w1280/gs1oI8UMzGYtuiEoAtmvl0Tc34c.jpg,The Great Moment poster,"<p>The biography of Dr. W.T. Morgan, a 19th century Boston dentist, during his quest to have anesthesia, in the form of ether, accepted by the public and the medical and dental establishment.</p>"
the-adventures-of-buckaroo-banzai-dvd-rental-action,The Adventures of Buckaroo Banzai,Genre,Action,https://image.tmdb.org/t/p/w1280/jWZh2ChereoxKgTl3AmSAKNpnmO.jpg,The Adventures of Buckaroo Banzai poster,"<p>Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.</p>"
the-age-of-innocence-vhs-rental-drama,The Age of Innocence,Genre,Drama,https://image.tmdb.org/t/p/w1280/5Tuyt26v7qNR8Cl3m7ZRx36rduf.jpg,The Age of Innocence poster,"<p>In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.</p>"
